week_num,day_num,row_num,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,tweet_cursor_id,sentiment,topic
2,1,23407,9.81838e+17,HitechNectar,We bring you the most fascinating #tech stories & blogs. #ArtificialIntelligence #CloudComputing #Robotics #Blockchain #MachineLearning #DataAnalysis #IoT,,339,718,1572,5/4/2018 10:16,31/5/2020 16:30,1,"Improve the efficiency of your teams in today's #WorkFromHome times with these top 16 free tools for working remotely. #RemoteWorking #WFH #Pandemic #Covid19 #CoronaVirus #CoronaOutbreak
https://t.co/zeCfhdQclV
@nyike @antgrasso @marcusborba @douglaskarr @ingliguori @YuHelenYu https://t.co/hJrsOI09s4","[{'text': 'WorkFromHome', 'indices': [48, 61]}, {'text': 'RemoteWorking', 'indices': [119, 133]}, {'text': 'WFH', 'indices': [134, 138]}, {'text': 'Pandemic', 'indices': [139, 148]}, {'text': 'Covid19', 'indices': [149, 157]}, {'text': 'CoronaVirus', 'indices': [158, 170]}, {'text': 'CoronaOutbreak', 'indices': [171, 186]}]",1.26713e+18,"['improve', 'the', 'efficiency', 'of', 'your', 'teams', 'in', 'today', 's', 'times', 'with', 'these', 'top', 'free', 'tools', 'for', 'working', 'remotely']","['improve', 'efficiency', 'team', 'today', 'time', 'top', 'free', 'tool', 'working', 'remotely']"
2,7,41324,275982481.0,YashirosJournal,"A #dadblogger enjoying life, #parenting, #showbiz, #tech,  #food, #travel, #socialmedia and more! Visit https://t.co/s00iJggLj1 & https://t.co/cnNx3216fy",Philippines,1950,1610,19797,2/4/2011 12:04,6/6/2020 14:33,0,"Short story about us dealing with the new normal, especially if most of us will now do work from home and home schooling? 

https://t.co/QIRtTC03KH

#Deals #TheNewNorm #Lifestyle #WorkFromHome #HomeSchooling","[{'text': 'Deals', 'indices': [149, 155]}, {'text': 'TheNewNorm', 'indices': [156, 167]}, {'text': 'Lifestyle', 'indices': [168, 178]}, {'text': 'WorkFromHome', 'indices': [179, 192]}, {'text': 'HomeSchooling', 'indices': [193, 207]}]",1.26928e+18,"['short', 'story', 'about', 'us', 'dealing', 'with', 'the', 'new', 'normal', 'especially', 'if', 'most', 'of', 'us', 'will', 'now', 'do', 'work', 'from', 'home', 'and', 'home', 'schooling']","['short', 'story', 'u', 'dealing', 'new', 'normal', 'especially', 'u', 'work', 'home', 'home', 'schooling']"
1,4,9503,335218650.0,LiquidFriday,"https://t.co/KdsEyxptMH Professional UK based employer who’s passionate about making life easier, safer and more rewarding for hardworking contractors.",Portsmouth,2007,2442,10256,14/7/2011 10:22,27/5/2020 18:19,0,"📖 | For a little bit of fun we decided to put together a little Lockdown Yearbook to document how our staff are coping with the current crisis.

Download the yearbook here ➡ https://t.co/Q0dgmbwQ1G

#umbrellacompany #recruitment #payroll #WFH #coronavirus https://t.co/bnensiz2ES","[{'text': 'umbrellacompany', 'indices': [199, 215]}, {'text': 'recruitment', 'indices': [216, 228]}, {'text': 'payroll', 'indices': [229, 237]}, {'text': 'WFH', 'indices': [238, 242]}, {'text': 'coronavirus', 'indices': [243, 255]}]",1.26571e+18,"['for', 'a', 'little', 'bit', 'of', 'fun', 'we', 'decided', 'to', 'put', 'together', 'a', 'little', 'lockdown', 'yearbook', 'to', 'document', 'how', 'our', 'staff', 'are', 'coping', 'with', 'the', 'current', 'crisis', 'download', 'the', 'yearbook', 'here']","['little', 'bit', 'fun', 'decided', 'put', 'together', 'little', 'lockdown', 'yearbook', 'document', 'staff', 'coping', 'current', 'crisis', 'download', 'yearbook']"
4,6,76686,1.2431e+18,ShanayaAhuja3,I'm Network Marketer,,70,27,64,26/3/2020 9:13,19/6/2020 7:11,0,"Start From 0.001 BTC
Register Now
#signup #Getincome #mlm #workfromhome #incomeopportunity https://t.co/bHfN3mC3V0","[{'text': 'signup', 'indices': [34, 41]}, {'text': 'Getincome', 'indices': [42, 52]}, {'text': 'mlm', 'indices': [53, 57]}, {'text': 'workfromhome', 'indices': [58, 71]}, {'text': 'incomeopportunity', 'indices': [72, 90]}]",1.27388e+18,"['start', 'from', 'btcregister', 'now']","['start', 'btcregister']"
3,7,60066,1459566673.0,melissarayhill,"Assoc. Neurology Residency Program Director, Headache specialist at University at Buffalo Jacobs School of Medicine, UBMD. Opinions my own, not my employer’s.","Buffalo, NY",476,715,1478,26/5/2013 12:40,13/6/2020 16:50,4,Hey! I’m famous! 💅🏻#AHSAM For the record— my husband was trapping the kids in the basement so I could do this talk and look “professional” #workfromhome #parenthood #girlmedtwitter #medtwitter https://t.co/uCxYgINpkm,"[{'text': 'AHSAM', 'indices': [19, 25]}, {'text': 'workfromhome', 'indices': [139, 152]}, {'text': 'parenthood', 'indices': [153, 164]}, {'text': 'girlmedtwitter', 'indices': [165, 180]}, {'text': 'medtwitter', 'indices': [181, 192]}]",1.27185e+18,"['hey', 'im', 'famous', 'for', 'the', 'record', 'my', 'husband', 'was', 'trapping', 'the', 'kids', 'in', 'the', 'basement', 'so', 'i', 'could', 'do', 'this', 'talk', 'and', 'look', 'professional']","['hey', 'im', 'famous', 'record', 'husband', 'trapping', 'kid', 'basement', 'could', 'talk', 'look', 'professional']"
1,1,806,22166893.0,pcudia,"Mom, wife and Dir, Worldwide Communications at Fuze. ❤️🏈🏀💃🏻","Boston, MA",783,672,1266,27/2/2009 17:52,24/5/2020 14:25,0,"#WFH &amp; #homeschooling has been the focus, but physical fitness is just as important. Dr. Dina Gentile, author &amp; athletic administrator, shares creative ways to use online platforms &amp; #remotelearning to keep athletes motivated &amp; engaged during #COVID19 h... https://t.co/w5RnPH0VaV","[{'text': 'WFH', 'indices': [0, 4]}, {'text': 'homeschooling', 'indices': [11, 25]}, {'text': 'remotelearning', 'indices': [195, 210]}, {'text': 'COVID19', 'indices': [259, 267]}]",1.26456e+18,"['amp', 'has', 'been', 'the', 'focus', 'but', 'physical', 'fitness', 'is', 'just', 'as', 'important', 'dr', 'dina', 'gentile', 'author', 'amp', 'athletic', 'administrator', 'shares', 'creative', 'ways', 'to', 'use', 'online', 'platforms', 'amp', 'to', 'keep', 'athletes', 'motivated', 'amp', 'engaged', 'during', 'h']","['amp', 'focus', 'physical', 'fitness', 'important', 'dr', 'dina', 'gentile', 'author', 'amp', 'athletic', 'administrator', 'share', 'creative', 'way', 'use', 'online', 'platform', 'amp', 'keep', 'athlete', 'motivated', 'amp', 'engaged', 'h']"
1,5,13521,87518583.0,menimal,"Designer, Developer and soon a ninja.","Albany, NY",328,84,304,4/11/2009 19:58,28/5/2020 19:21,0,While I work... #catsofinstagram #catlife #cats #quarantinelife #workfromhome #coworkers #naptime #cats_of_day #catstagram #quarantine @ Downtown Albany https://t.co/FBttAP7z5b,"[{'text': 'catsofinstagram', 'indices': [16, 32]}, {'text': 'catlife', 'indices': [33, 41]}, {'text': 'cats', 'indices': [42, 47]}, {'text': 'quarantinelife', 'indices': [48, 63]}, {'text': 'workfromhome', 'indices': [64, 77]}, {'text': 'coworkers', 'indices': [78, 88]}, {'text': 'naptime', 'indices': [89, 97]}, {'text': 'cats_of_day', 'indices': [98, 110]}, {'text': 'catstagram', 'indices': [111, 122]}, {'text': 'quarantine', 'indices': [123, 134]}]",1.26609e+18,"['while', 'i', 'work', 'downtown', 'albany']","['work', 'downtown', 'albany']"
4,5,73756,560147842.0,TheScribeEditor,"Digital Marketing Practitioner | Social Media Manager |Storyteller | Music | Adventure | Learner |
📌On a Mission: Spread Knowledge & Happiness","Kolkata, India",112,660,3008,22/4/2012 8:19,18/6/2020 8:36,0,"Urgent!!
Looking for a #VideoEditor.

DM me / If you know someone, please refer to me.

#Kolkata #videoediting #DigitalMarketing #socialmediamarketing #freelancing #WorkFromHome","[{'text': 'VideoEditor', 'indices': [23, 35]}, {'text': 'Kolkata', 'indices': [88, 96]}, {'text': 'videoediting', 'indices': [97, 110]}, {'text': 'DigitalMarketing', 'indices': [111, 128]}, {'text': 'socialmediamarketing', 'indices': [129, 150]}, {'text': 'freelancing', 'indices': [151, 163]}, {'text': 'WorkFromHome', 'indices': [164, 177]}]",1.27353e+18,"['urgent', 'looking', 'for', 'a', 'dm', 'me', 'if', 'you', 'know', 'someone', 'please', 'refer', 'to', 'me']","['urgent', 'looking', 'dm', 'know', 'someone', 'please', 'refer']"
1,5,15933,3236945007.0,Clarika84,DART @The_MRC iCASE PhD candidate at @TheQuadram studying #bacteriophages & #Klebsiella. @CMBI_Imperial MRes alumna. Enjoys cats & mountains. Views my own.,"England, United Kingdom",749,270,2900,5/5/2015 21:26,28/5/2020 9:30,0,"My life in lockdown, day 5/7

Data mining some #Klebsiella genomes. #WFH https://t.co/zbJMREUNhk","[{'text': 'Klebsiella', 'indices': [47, 58]}, {'text': 'WFH', 'indices': [68, 72]}]",1.26594e+18,"['my', 'life', 'in', 'lockdown', 'day', 'data', 'mining', 'some', 'genomes']","['life', 'lockdown', 'day', 'data', 'mining', 'genome']"
3,1,42456,1.25221e+18,abbey_wenham,"📚Independent Usborne Organiser - Kent
📚Place Orders - Postage £3.50
📚📚Join my team!📚📚
https://t.co/c5LwzzURqz",,5,2,55,20/4/2020 12:18,7/6/2020 19:01,0,"Reason #25 why to join Usborne....

Join my team called A Novel Team and receive my support from the very start... right the way through.

#workingmum #workfromhome #smallbusiness #shopsmall #smallbiz #smallbusinessowner #success #socialmedia #businessowner  #education https://t.co/yyrfXHE64m","[{'text': 'workingmum', 'indices': [139, 150]}, {'text': 'workfromhome', 'indices': [151, 164]}, {'text': 'smallbusiness', 'indices': [165, 179]}, {'text': 'shopsmall', 'indices': [180, 190]}, {'text': 'smallbiz', 'indices': [191, 200]}, {'text': 'smallbusinessowner', 'indices': [201, 220]}, {'text': 'success', 'indices': [221, 229]}, {'text': 'socialmedia', 'indices': [230, 242]}, {'text': 'businessowner', 'indices': [243, 257]}, {'text': 'education', 'indices': [259, 269]}]",1.26971e+18,"['reason', 'why', 'to', 'join', 'usborne', 'join', 'my', 'team', 'called', 'a', 'novel', 'team', 'and', 'receive', 'my', 'support', 'from', 'the', 'very', 'start', 'right', 'the', 'way', 'through']","['reason', 'join', 'usborne', 'join', 'team', 'called', 'novel', 'team', 'receive', 'support', 'start', 'right', 'way']"
1,3,4643,297613570.0,Coyotecrk,Bay Area consulting company with broad tech & staffing expertise. @Atlassian Platinum Solution Partner. @Microsoft Gold Certified Partner.,"Milpitas, CA",95,157,1346,12/5/2011 20:12,26/5/2020 22:06,0,Disparate information creates siloes. This and other reasons why your remote #enterprise needs a single source of truth. https://t.co/Qqr46YnzTs #WorkFromHome #collaboration #team #business https://t.co/R1YCvJlWiL,"[{'text': 'enterprise', 'indices': [77, 88]}, {'text': 'WorkFromHome', 'indices': [145, 158]}, {'text': 'collaboration', 'indices': [159, 173]}, {'text': 'team', 'indices': [174, 179]}, {'text': 'business', 'indices': [180, 189]}]",1.2654e+18,"['disparate', 'information', 'creates', 'siloes', 'this', 'and', 'other', 'reasons', 'why', 'your', 'remote', 'needs', 'a', 'single', 'source', 'of', 'truth']","['disparate', 'information', 'creates', 'siloes', 'reason', 'remote', 'need', 'single', 'source', 'truth']"
2,5,35079,377867088.0,hingdpotter,"#SApro at @Northeastern - SF Bay Area | 🇰🇭 Transracial Adoptee | he/him/his | Education, Politics, Sports, Photography | Views are my own.","Bay Area, California",343,798,10860,22/9/2011 7:34,4/6/2020 17:39,0,Day 4 at @NU_BayArea! #WorkFromHome https://t.co/CAkcE3UsiL,"[{'text': 'WorkFromHome', 'indices': [22, 35]}]",1.2686e+18,"['day', 'at']",['day']
4,6,76755,305204548.0,JohnRockley,"Head of Comms & Marketing. https://t.co/W5dQ0aEq1A. 
Love Studio Ghibli, and tweed. Dad to a giddy son and an ASD daughter. co-creator @FriendsYet #Podcast. #ALLY",,1805,1523,13638,25/5/2011 20:33,19/6/2020 6:22,0,"Today is far too cold for #Hawaiianshirtfriday but at least I'm making the effort (sort of) what ya got @R1chardatron? 
#wfhlife #WFH https://t.co/oOXyIV0wzB","[{'text': 'Hawaiianshirtfriday', 'indices': [26, 46]}, {'text': 'wfhlife', 'indices': [120, 128]}, {'text': 'WFH', 'indices': [129, 133]}]",1.27386e+18,"['today', 'is', 'far', 'too', 'cold', 'for', 'but', 'at', 'least', 'i', 'm', 'making', 'the', 'effort', 'sort', 'of', 'what', 'ya', 'got']","['today', 'far', 'cold', 'least', 'making', 'effort', 'sort', 'ya', 'got']"
4,3,65687,617977446.0,OspLicence,"#OzgLawyers 📲 8779696580
#OspRegistration #BPOlicense #OspPenalty #Startup #DoTOSPlicense #OspLicenseConsultant #DoTLicenseConsultant 

★ ask@osplicense.com",Bangalore,78,102,174,25/6/2012 8:13,16/6/2020 20:24,0,"₹
#WhatsApp📲https://t.co/djz7feFjpE

📌#OSP #WFH: https://t.co/M6lHWLhfSq

#OspCompliance is mandatory for #FoodDeliveryApp, #CabAggregators, #Ecommerce, #BPO &amp; #ITes to use the #WorkFromHome facility.

#OspLicense #CyberCompliance #OspRegistration #CyberSecurity #OspConsultant https://t.co/92QH7qRza4","[{'text': 'WhatsApp', 'indices': [2, 11]}, {'text': 'OSP', 'indices': [38, 42]}, {'text': 'WFH', 'indices': [43, 47]}, {'text': 'OspCompliance', 'indices': [74, 88]}, {'text': 'FoodDeliveryApp', 'indices': [106, 122]}, {'text': 'CabAggregators', 'indices': [124, 139]}, {'text': 'Ecommerce', 'indices': [141, 151]}, {'text': 'BPO', 'indices': [153, 157]}, {'text': 'ITes', 'indices': [164, 169]}, {'text': 'WorkFromHome', 'indices': [181, 194]}, {'text': 'OspLicense', 'indices': [206, 217]}, {'text': 'CyberCompliance', 'indices': [218, 234]}, {'text': 'OspRegistration', 'indices': [235, 251]}, {'text': 'CyberSecurity', 'indices': [252, 266]}, {'text': 'OspConsultant', 'indices': [267, 281]}]",1.27299e+18,"['is', 'mandatory', 'for', 'amp', 'to', 'use', 'the', 'facility']","['mandatory', 'amp', 'use', 'facility']"
1,4,9302,1.11127e+18,RebeccaW40,🍓🍇🥑Owner of Rock N Roll Nurtrition 👙Helping People Reach Goals👙,"Epsom, South East",686,68,6170,28/3/2019 14:03,27/5/2020 19:08,0,"Working really hard to smash my goals 😆 I am so totally excited. So much excited stuff has happened. 

💖Now available 1-1 consultancy calls also available on FB Messenger and what’s app 💖

💖More exciting stuff coming soon 🌈
#workfromhome #goals #dreams #consultancycalls https://t.co/X67JFD41Bq","[{'text': 'workfromhome', 'indices': [224, 237]}, {'text': 'goals', 'indices': [238, 244]}, {'text': 'dreams', 'indices': [245, 252]}, {'text': 'consultancycalls', 'indices': [253, 270]}]",1.26572e+18,"['working', 'really', 'hard', 'to', 'smash', 'my', 'goals', 'i', 'am', 'so', 'totally', 'excited', 'so', 'much', 'excited', 'stuff', 'has', 'happened', 'now', 'available', 'consultancy', 'calls', 'also', 'available', 'on', 'fb', 'messenger', 'and', 'whats', 'app', 'more', 'exciting', 'stuff', 'coming', 'soon']","['working', 'really', 'hard', 'smash', 'goal', 'totally', 'excited', 'much', 'excited', 'stuff', 'happened', 'available', 'consultancy', 'call', 'also', 'available', 'fb', 'messenger', 'whats', 'app', 'exciting', 'stuff', 'coming', 'soon']"
3,7,60762,9.79268e+17,chairiostore,,"San Diego, CA",0,3,48,29/3/2018 8:02,13/6/2020 6:00,0,"If your company is working remotely check out this blog from @thegoagency. They outline tools and systems that will help you stay connected and ensure your remote team is a success.

https://t.co/ZcO2aC8hHf 
#workfromhome #remotework https://t.co/S3vu561KVu","[{'text': 'workfromhome', 'indices': [208, 221]}, {'text': 'remotework', 'indices': [222, 233]}]",1.27168e+18,"['if', 'your', 'company', 'is', 'working', 'remotely', 'check', 'out', 'this', 'blog', 'from', 'they', 'outline', 'tools', 'and', 'systems', 'that', 'will', 'help', 'you', 'stay', 'connected', 'and', 'ensure', 'your', 'remote', 'team', 'is', 'a', 'success']","['company', 'working', 'remotely', 'check', 'blog', 'outline', 'tool', 'system', 'help', 'stay', 'connected', 'ensure', 'remote', 'team', 'success']"
2,1,23788,3238924706.0,business_gigs,"Business man, Online Marketer, Graphic designer, Coder, SEO expert, Jack of all trades. 

Email: klash2019@gmx.com 
#seoservices #seotools #seoexpert","Manhattan, NY",510,808,5082,7/6/2015 14:14,31/5/2020 12:42,0,An investors tool.Find properties to buy and sell #Ebay: https://t.co/Z0q5vfl7fS #onlinebusiness #affiliatemarketing #passiveincome #digitalmarketing  #makemoney #makemoneyonline #workfromhome #makemoneyathome #earnmoney #cash #product #services #realestate,"[{'text': 'Ebay', 'indices': [50, 55]}, {'text': 'onlinebusiness', 'indices': [81, 96]}, {'text': 'affiliatemarketing', 'indices': [97, 116]}, {'text': 'passiveincome', 'indices': [117, 131]}, {'text': 'digitalmarketing', 'indices': [132, 149]}, {'text': 'makemoney', 'indices': [151, 161]}, {'text': 'makemoneyonline', 'indices': [162, 178]}, {'text': 'workfromhome', 'indices': [179, 192]}, {'text': 'makemoneyathome', 'indices': [193, 209]}, {'text': 'earnmoney', 'indices': [210, 220]}, {'text': 'cash', 'indices': [221, 226]}, {'text': 'product', 'indices': [227, 235]}, {'text': 'services', 'indices': [236, 245]}, {'text': 'realestate', 'indices': [246, 257]}]",1.26707e+18,"['an', 'investors', 'tool', 'find', 'properties', 'to', 'buy', 'and', 'sell']","['investor', 'tool', 'find', 'property', 'buy', 'sell']"
4,3,65983,171245428.0,HarmonyWVTM13,"Meteorologist @WVTM13|#BHM|Wife|Mother|@FSUAlumni & @msstate grad|#EndChildhoodCancer|Links/RT's ≠ endorsements, opinions are mine #TheWeatherlady #WaterIsLife","Birmingham, AL",4474,5855,25183,26/7/2010 22:31,16/6/2020 18:23,1,My view📺📲 Working from home while my family sleeps...bonus💯 Once they're up😕😜 #tuesdayvibes #WorkFromHome @WVTM13 https://t.co/2sxOO6GYUD https://t.co/YRAPADgj9j,"[{'text': 'tuesdayvibes', 'indices': [78, 91]}, {'text': 'WorkFromHome', 'indices': [92, 105]}]",1.27296e+18,"['my', 'view', 'working', 'from', 'home', 'while', 'my', 'family', 'sleeps', 'bonus', 'once', 'they', 're', 'up']","['view', 'working', 'home', 'family', 'sleep', 'bonus']"
3,4,51561,1.10034e+18,CentricData1,,,23,8,380,26/2/2019 10:25,10/6/2020 14:37,0,How fostering a recognition-rich environment can lift up your whole team ― especially now. https://t.co/LKKcjWrfaH #teamwork #WorkFromHome #motivation #leadership https://t.co/56zXyxf5rZ,"[{'text': 'teamwork', 'indices': [115, 124]}, {'text': 'WorkFromHome', 'indices': [125, 138]}, {'text': 'motivation', 'indices': [139, 150]}, {'text': 'leadership', 'indices': [151, 162]}]",1.27073e+18,"['how', 'fostering', 'a', 'recognition', 'rich', 'environment', 'can', 'lift', 'up', 'your', 'whole', 'team', 'especially', 'now']","['fostering', 'recognition', 'rich', 'environment', 'lift', 'whole', 'team', 'especially']"
3,5,54472,2715021042.0,Hydra_Den,Proud father of two magical little humans.,"Ontario, CA",93,19,764,7/8/2014 17:51,11/6/2020 17:02,0,"@fordnation @cogeco @cogecohelps @Bell @Bell_Support 

Whenever you're ready to answer. I'll just be sitting here with crashing internet 👍

#EssentialWorkers 
#WorkFromHome","[{'text': 'EssentialWorkers', 'indices': [140, 157]}, {'text': 'WorkFromHome', 'indices': [159, 172]}]",1.27113e+18,"['whenever', 'you', 're', 'ready', 'to', 'answer', 'i', 'll', 'just', 'be', 'sitting', 'here', 'with', 'crashing', 'internet']","['whenever', 'ready', 'answer', 'sitting', 'crashing', 'internet']"
4,5,72700,15472208.0,EHFOP,The official account of the Ernest Hemingway Foundation of Oak Park and Hemingway's Birthplace and Museum,"Oak Park, IL",643,994,680,17/7/2008 19:10,18/6/2020 15:00,2,"Escape to Hemingway’s birthplace for an alternative to working from home. @EHFOP society member’s can now reserve the historic home for a unique working experience.
#wfh #ehfop #hemingway #workfromhome #victorian #hemingway #oakpark #inspiration

Link:https://t.co/ZyZoB7He6S https://t.co/47g7GFVQhc","[{'text': 'wfh', 'indices': [165, 169]}, {'text': 'ehfop', 'indices': [170, 176]}, {'text': 'hemingway', 'indices': [177, 187]}, {'text': 'workfromhome', 'indices': [188, 201]}, {'text': 'victorian', 'indices': [202, 212]}, {'text': 'hemingway', 'indices': [213, 223]}, {'text': 'oakpark', 'indices': [224, 232]}, {'text': 'inspiration', 'indices': [233, 245]}]",1.27363e+18,"['escape', 'to', 'hemingways', 'birthplace', 'for', 'an', 'alternative', 'to', 'working', 'from', 'home', 'society', 'members', 'can', 'now', 'reserve', 'the', 'historic', 'home', 'for', 'a', 'unique', 'working', 'experience']","['escape', 'hemingway', 'birthplace', 'alternative', 'working', 'home', 'society', 'member', 'reserve', 'historic', 'home', 'unique', 'working', 'experience']"
3,7,61018,8.07231e+17,kennyblakey101,"Entrepreneur Mindset

#entrepreneur #business 
#MillionaireMindset #HomeBusiness
#SuccessMindset #Success
#workfromhome #BillionaireMindset",,5801,5272,26386,9/12/2016 14:31,13/6/2020 1:00,0,How to build community during the current global pandemic #workfromhome https://t.co/UNuqlxtMlU,"[{'text': 'workfromhome', 'indices': [58, 71]}]",1.27161e+18,"['how', 'to', 'build', 'community', 'during', 'the', 'current', 'global', 'pandemic']","['build', 'community', 'current', 'global', 'pandemic']"
3,2,46159,217570716.0,raffsteveraff,"VP at RingCentral working across EMEA, Aston Villa STH, I live for spending time with my family and friends. #upthevilla. All views are my own.","Dorridge, England",4980,4951,4586,19/11/2010 22:09,8/6/2020 8:01,0,"A study by Gallup found that, in the midst of the #workfromhome event, 62% of respondents reported working from home. Out of those surveyed, 60% want to continue working remotely after lockdown restrictions are lifted https://t.co/waScQNMK3W","[{'text': 'workfromhome', 'indices': [50, 63]}]",1.2699e+18,"['a', 'study', 'by', 'gallup', 'found', 'that', 'in', 'the', 'midst', 'of', 'the', 'event', 'of', 'respondents', 'reported', 'working', 'from', 'home', 'out', 'of', 'those', 'surveyed', 'want', 'to', 'continue', 'working', 'remotely', 'after', 'lockdown', 'restrictions', 'are', 'lifted']","['study', 'gallup', 'found', 'midst', 'event', 'respondent', 'reported', 'working', 'home', 'surveyed', 'want', 'continue', 'working', 'remotely', 'lockdown', 'restriction', 'lifted']"
3,2,46459,133453516.0,ckpairee,Serial #Entrepreneur #DigitalMarketer Currently Founder and CEO at Pairee #ITServices #DigitalAdoption #Leadership #LearningSolutions #Technology,,1317,3244,473,15/4/2010 21:00,8/6/2020 5:16,1,"Nuclear families and the Western #culture might make WFH easier whereas in #Indian joint families, it might be difficult to manage #WFH and people might find it difficult to get personal space.  #workingfromhome https://t.co/dTPS8z7eHm","[{'text': 'culture', 'indices': [33, 41]}, {'text': 'Indian', 'indices': [75, 82]}, {'text': 'WFH', 'indices': [131, 135]}, {'text': 'workingfromhome', 'indices': [195, 211]}]",1.26986e+18,"['nuclear', 'families', 'and', 'the', 'western', 'might', 'make', 'wfh', 'easier', 'whereas', 'in', 'joint', 'families', 'it', 'might', 'be', 'difficult', 'to', 'manage', 'and', 'people', 'might', 'find', 'it', 'difficult', 'to', 'get', 'personal', 'space']","['nuclear', 'family', 'western', 'might', 'make', 'wfh', 'easier', 'whereas', 'joint', 'family', 'might', 'difficult', 'manage', 'people', 'might', 'find', 'difficult', 'get', 'personal', 'space']"
2,2,25924,4237391969.0,bestforluxury,#Learning🎓#health💊#selfimprovement🙌#Events🔔 #beauty👒#gifts🎁#money🏷#investment🛍#watches⌚#Bitcoin #travel 🛳 #cruises ✈ #flights🏰#hotels🏖#holidays,"London, England",825,647,61043,11/20/15 21:28,6/1/2020 15:03,1,"Join Early #Bitcoin #MLM &amp; Get 200% from Your $100 to $500K #Investment in #BTC within 6 months as passive profits or build own network structure to make more #money

See 💰 https://t.co/G7OygSIPvS 🐦

#makeMoneyFromHome #Jobs #work #opportunity #WorkFromHome #WorkOpportunities https://t.co/CcTtrfjvoK","[{'text': 'Bitcoin', 'indices': [11, 19]}, {'text': 'MLM', 'indices': [20, 24]}, {'text': 'Investment', 'indices': [64, 75]}, {'text': 'BTC', 'indices': [79, 83]}, {'text': 'money', 'indices': [163, 169]}, {'text': 'makeMoneyFromHome', 'indices': [204, 222]}, {'text': 'Jobs', 'indices': [223, 228]}, {'text': 'work', 'indices': [229, 234]}, {'text': 'opportunity', 'indices': [235, 247]}, {'text': 'WorkFromHome', 'indices': [248, 261]}, {'text': 'WorkOpportunities', 'indices': [262, 280]}]",1.27e+18,"['join', 'early', 'amp', 'get', 'from', 'your', 'to', 'k', 'in', 'within', 'months', 'as', 'passive', 'profits', 'or', 'build', 'own', 'network', 'structure', 'to', 'make', 'more']","['join', 'early', 'amp', 'get', 'k', 'within', 'month', 'passive', 'profit', 'build', 'network', 'structure', 'make']"
3,6,57552,1.16472e+18,jammhq,"🚀🙌Jamm: 📹voice and video collaboration for modern teams. 👩‍💻Whether you are working from home or fully remote, we got you covered ☕️  - @ https://t.co/NTvRsOAva8",Everywhere,49,189,585,23/8/2019 1:58,12/6/2020 17:11,0,"🗣A grounding thought from our team to yours 🙈👥Be curious, do the work and open up a conversation about how this new situation can work for everyone.🌿❤️ 🌎#wfh #remotework #thoughtfulthursday #futureofwork https://t.co/VCaN517DsU
https://t.co/Gc9rVvA3TD","[{'text': 'wfh', 'indices': [153, 157]}, {'text': 'remotework', 'indices': [158, 169]}, {'text': 'thoughtfulthursday', 'indices': [170, 189]}, {'text': 'futureofwork', 'indices': [190, 203]}]",1.27149e+18,"['a', 'grounding', 'thought', 'from', 'our', 'team', 'to', 'yours', 'be', 'curious', 'do', 'the', 'work', 'and', 'open', 'up', 'a', 'conversation', 'about', 'how', 'this', 'new', 'situation', 'can', 'work', 'for', 'everyone']","['grounding', 'thought', 'team', 'curious', 'work', 'open', 'conversation', 'new', 'situation', 'work', 'everyone']"
3,5,56462,1.1935e+18,travelbizcoach,I help people achieve financial freedom by earning residual income through an online business #nefollowers #laptoplifestyle #travel #mlm,North East England,78,38,140,10/11/2019 11:59,11/6/2020 4:43,0,"Up and at it early, no time for lazy got at empire to build #thursdaymorning #WorkFromHome","[{'text': 'thursdaymorning', 'indices': [60, 76]}, {'text': 'WorkFromHome', 'indices': [77, 90]}]",1.27094e+18,"['up', 'and', 'at', 'it', 'early', 'no', 'time', 'for', 'lazy', 'got', 'at', 'empire', 'to', 'build']","['early', 'time', 'lazy', 'got', 'empire', 'build']"
4,6,74715,2467703376.0,OneMantra,Enabling decentralised and distributed systems of work. Flexibility | Resilience | Productivity | Growth | Wellbeing,Melbourne,91,15,60,28/4/2014 12:52,19/6/2020 20:22,0,"There are so many great tools available to support distributed working... experiment, experiment, experiment...and build your perfect custom virtual workspace.

#distributedwork #remoteworking #wfh #futureofwork https://t.co/JwYru4CeT9","[{'text': 'distributedwork', 'indices': [161, 177]}, {'text': 'remoteworking', 'indices': [178, 192]}, {'text': 'wfh', 'indices': [193, 197]}, {'text': 'futureofwork', 'indices': [198, 211]}]",1.27408e+18,"['there', 'are', 'so', 'many', 'great', 'tools', 'available', 'to', 'support', 'distributed', 'working', 'experiment', 'experiment', 'experiment', 'and', 'build', 'your', 'perfect', 'custom', 'virtual', 'workspace']","['many', 'great', 'tool', 'available', 'support', 'distributed', 'working', 'experiment', 'experiment', 'experiment', 'build', 'perfect', 'custom', 'virtual', 'workspace']"
